SPECIMEN #,SPECIES,SUBSPECIES,SEX,SKULL LENGTH,CRANIAL WIDTH,NEUROCR HT,FACIAL HEIGHT,PALATE LENGTH,PALATE WIDTH,COMMENTS
USNM 153794,Presbytis rubicunda,carimatae,M,95.01,50.72,49.55,31.06,28.51,30.81,
USNM 198297,Presbytis rubicunda,ignita,M,95.80,54.07,55.17,32.55,30.53,29.57,
USNM 198296,Presbytis rubicunda,ignita,M,92.13,49.48,52.40,30.70,28.50,29.24,
USNM 125104,Presbytis rubicunda,carimatae,F,95.59,52.91,51.42,29.74,28.24,32.02,craniotomy performed and calotte glued back in place; frontonasal suture partially obliterated
USNM 105906,Presbytis rubicunda,ignita,F,90.63,50.45,49.71,31.01,27.58,29.30,
USNM 105902,Presbytis rubicunda,ignita,M,88.24,51.02,50.63,30.33,26.40,30.01,
USNM 105907,Presbytis rubicunda,ignita,F,92.28,49.37,50.75,29.83,28.40,31.69,
USNM 83951,Presbytis rubicunda,ignita,M,91.69,49.49,51.63,29.69,27.06,29.82,
USNM 105901,Presbytis rubicunda,ignita,M,91.98,49.35,48.50,28.29,28.41,29.70,
USNM 105904,Presbytis rubicunda,ignita,F,90.52,48.67,50.44,30.53,27.50,28.96,
USNM 153792,Presbytis rubicunda,rubida,M,91.58,54.49,49.14,28.77,26.07,28.19,craniotomy performed and calotte glued back in place
USNM 153791,Presbytis rubicunda,rubida,F,90.18,52.67,49.72,28.61,27.75,30.04,craniotomy performed and calotte glued back in place
USNM 199172,Presbytis rubicunda,rubida,F,91.09,50.44,49.80,28.69,27.43,30.39,
USNM 199742,Presbytis rubicunda,rubida,F,89.16,48.34,47.46,29.42,26.78,29.53,
USNM 197659,Presbytis rubicunda,rubida,F,93.65,52.62,50.84,31.07,28.78,29.57,
USNM 151827,Presbytis rubicunda,rubida,M,92.62,50.83,49.38,29.12,26.62,29.47,
USNM 151828,Presbytis rubicunda,rubida,F,85.90,49.13,49.76,26.72,24.16,27.84,
USNM 196802,Presbytis rubicunda,rubida,F,89.18,50.16,48.74,28.21,27.87,28.90,
USNM 153803,Presbytis rubicunda,rubida,M,91.58,51.17,52.57,29.51,27.92,29.34,craniotomy performed and calotte glued back in place; frontonasal suture partially obliterated
USNM 197658,Presbytis rubicunda,rubida,F,95.05,53.27,50.17,31.52,30.55,31.20,
USNM 154366,Presbytis rubicunda,rubicunda,M,91.12,50.36,48.94,31.21,27.89,30.86,
USNM 145334,Presbytis rubicunda,rubida,M,96.24,54.26,56.87,30.40,30.09,30.94,
USNM 122916,Presbytis siamensis,cana,F,92.61,53.76,48.46,29.94,27.20,30.91,
USNM 122912,Presbytis siamensis,cana,M,91.23,53.50,47.83,29.84,29.24,29.25,
USNM 115666,Presbytis siamensis,rhionis,M,88.65,50.07,47.08,29.10,27.79,30.27,
USNM 122913,Presbytis siamensis,cana,F,89.49,49.74,48.15,27.91,30.30,29.63,
USNM 122914,Presbytis siamensis,cana,F,87.51,54.93,46.54,27.86,28.84,29.06,
USNM 115667,Presbytis siamensis,rhionis,F,89.15,48.99,44.84,27.51,28.10,31.08,
USNM 115664,Presbytis siamensis,rhionis,M,88.48,46.68,45.05,27.23,26.36,29.50,
USNM 122911,Presbytis siamensis,cana,F,87.38,52.34,43.22,28.16,30.48,28.97,
USNM 123148,Presbytis siamensis,cana,F,92.00,50.02,48.09,29.40,48.26,29.35,craniotomy performed and calotte glued back in place
USNM 115668,Presbytis siamensis,rhionis,F,88.67,48.95,46.12,28.10,46.09,31.92, 
USNM 115663,Presbytis siamensis,rhionis,F,85.03,46.89,45.20,25.99,28.17,29.64,
USNM 143551,Presbytis thomasi,,F,95.10,52.86,51.87,29.75,29.58,31.15,
USNM 143558,Presbytis thomasi,,M,90.75,51.01,50.97,28.45,26.92,29.65,
USNM 143555,Presbytis thomasi,,F,95.71,52.25,46.68,31.33,29.51,30.50,
USNM 143549,Presbytis thomasi,,F,90.20,50.76,46.59,27.40,25.47,31.05,damage to facial skeleton--may affect facial length
USNM 252757,Presbytis thomasi,,F,91.56,52.49,49.08,28.64,30.69,30.42,frontonasal suture partially obliterated
USNM 143557,Presbytis thomasi,,F,89.15,50.04,47.26,30.67,29.45,28.89,craniotomy performed and calotte glued back in place
USNM 143560,Presbytis thomasi,,M,93.57,54.28,47.81,30.60,29.49,29.56,
USNM 143559,Presbytis thomasi,,M,95.81,52.66,51.33,29.67,26.62,30.01,
USNM 143561,Presbytis thomasi,,M,94.94,54.38,51.65,31.92,31.59,30.19,
USNM 356577,Pygathrix nemaeus,,M,115.77,60.76,49.68,46.73,38.84,35.01,
USNM 356976,Pygathrix nemaeus,,M,116.19,64.20,55.56,46.70,41.84,38.95,frontonasal suture partially obliterated
USNM 356977,Pygathrix nemaeus,,M,115.19,61.69,54.22,44.59,42.14,37.98,
USNM 356576,Pygathrix nemaeus,,M,117.17,59.06,53.48,44.19,39.52,38.65,
USNM 357628,Pygathrix nemaeus,,M,113.46,57.54,58.15,41.37,39.35,37.46,
USNM 477330,Procolobus verus,,M,91.52,51.67,47.89,31.21,31.82,27.33,
USNM 481802,Procolobus verus,,M,84.44,45.12,44.25,30.56,29.24,26.89,
USNM 481800,Procolobus verus,,F,83.80,45.65,44.52,32.64,26.53,27.53,
USNM 477329,Procolobus verus,,M,88.91,50.12,49.59,36.32,30.71,27.13,
USNM 257997,Pygathrix nigripes,,M,107.54,59.35,53.06,40.82,37.24,36.49,significant damage to basiocciput; check taxonomy
USNM 269798,Pygathrix nigripes,,M,112.34,61.83,54.59,38.26,36.49,37.03,check taxonomy
USNM 257998,Pygathrix nigripes,,F,96.56,47.94,51.76,36.52,30.22,32.78,significant damage to basiocciput and other parts of neurocranium; check taxonomy
USNM 320785,Pygathrix nigripes,,M,117.78,61.86,57.82,42.74,40.05,38.63,check taxonomy
USNM 358107,Pygathrix nemaeus,,M,117.54,58.33,55.89,47.96,41.63,38.02,
USNM 268894,Rhinopithecus roxellana,roxellana,?,108.45,62.38,55.61,37.83,39.28,37.05,
USNM 268892,Rhinopithecus roxellana,roxellana,F,106.73,62.89,53.79,33.70,38.08,35.84,
USNM 268897,Rhinopithecus roxellana,roxellana,F,110.01,62.98,54.18,36.68,39.95,38.02,
USNM 268893,Rhinopithecus roxellana,roxellana,F,107.50,62.96,55.22,36.87,37.59,35.74,
USNM 268895,Rhinopithecus roxellana,roxellana,F,110.10,59.20,55.70,38.84,41.69,38.61,
USNM 268891,Rhinopithecus roxellana,roxellana,?,112.34,41.34,39.04,55.30,41.60,38.80,
USNM 268890,Rhinopithecus roxellana,roxellana,?,111.47,62.48,56.68,37.17,41.74,40.07,
USNM 268886,Rhinopithecus roxellana,roxellana,F,114.38,63.68,56.11,37.12,42.35,38.22,
USNM 122172,Semnopithecus priam,thersites,?,117.86,61.55,52.76,43.88,43.60,37.15,very large canines; very likely male
USNM 63470,Semnopithecus schistaceus,schistaceus,F,125.21,74.72,58.56,49.87,48.86,44.89,
USNM 121690,Simias concolor,,F,93.63,45.58,44.52,39.64,33.51,31.02,
USNM 121660,Simias concolor,,M,103.26,51.42,50.52,46.09,36.67,32.63,
USNM 121658,Simias concolor,,F,93.63,46.94,46.23,35.14,32.28,30.10,
USNM 546836,Simias concolor,,F,91.42,45.46,43.48,34.79,32.52,30.39,
USNM 142218,Nasalis larvatus,,M,127.11,62.45,58.53,59.74,43.31,37.41,
USNM 142214,Nasalis larvatus,,M,126.99,64.47,60.39,57.73,43.61,39.64,craniotomy performed and calotte glued back in place
USNM 151818,Nasalis larvatus,,M,127.39,65.41,57.07,52.36,44.39,36.76,craniotomy performed and calotte glued back in place
USNM 142220,Nasalis larvatus,,M,126.44,63.25,55.42,58.36,45.83,37.37,craniotomy performed and calotte glued back in place
USNM 142219,Nasalis larvatus,,M,129.96,69.31,58.07,56.93,45.36,39.16,craniotomy performed and calotte glued back in place
USNM 142215,Nasalis larvatus,,M,129.90,69.01,62.10,59.89,46.89,38.55,craniotomy performed and calotte glued back in place
USNM 156523,Trachypithecus auratus,auratus,M,105.37,52.58,48.87,37.08,36.61,32.40,
USNM 156304,Trachypithecus auratus,auratus,M,107.62,56.72,52.69,37.62,37.47,34.81,
USNM 267302,Trachypithecus auratus,auratus,F,95.97,51.75,46.78,30.64,32.58,31.17,
USNM 124725,Trachypithecus cristatus,cristatus,M,96.76,56.79,45.65,34.80,35.64,32.86,craniotomy performed and calotte glued back in place
USNM 101601,Trachypithecus cristatus,cristatus,F,91.11,52.02,42.52,36.30,29.87,30.51,
USNM 114514,Trachypithecus cristatus,cristatus,F,99.14,53.70,49.93,36.50,35.42,31.71,"listed as female in database, but box and skull are labelled male and canines are very large--very likely male"
USNM 114516,Trachypithecus cristatus,cristatus,M,99.76,54.68,51.23,37.07,33.69,32.37,
USNM 114160,Trachypithecus cristatus,cristatus,F,93.98,51.70,45.95,32.86,32.70,32.08,
USNM 113071,Trachypithecus cristatus,cristatus,F,92.01,52.04,43.19,34.81,33.26,32.87,
USNM 240009,Trachypithecus cristatus,cristatus,F,92.09,49.57,43.99,36.11,32.95,30.86,
USNM 113171,Trachypithecus cristatus,cristatus,M,95.83,55.76,48.95,36.20,35.25,32.23,
USNM 113172,Trachypithecus cristatus,cristatus,F,88.91,51.44,45.63,33.02,30.92,29.87,damage to facial skeleton--may affect facial length
USNM 115671,Trachypithecus cristatus,cristatus,M,93.62,52.48,41.59,37.04,34.50,31.14,
USNM 114515,Trachypithecus cristatus,cristatus,F,89.58,49.70,47.18,31.66,30.69,31.78,
USNM 144371,Trachypithecus cristatus,cristatus,M,93.14,54.37,48.60,33.89,33.70,31.72,
USNM 114513,Trachypithecus cristatus,cristatus,F,91.67,49.76,47.04,34.35,31.00,31.20,
USNM 123070,Trachypithecus cristatus,cristatus,F,83.17,50.39,44.37,30.73,27.76,32.08,
USNM 124711,Trachypithecus cristatus,cristatus,F,87.09,49.04,45.18,31.56,29.46,30.73,
USNM 115673,Trachypithecus cristatus,cristatus,F,87.16,48.77,43.59,30.95,30.71,30.85,
USNM 115672,Trachypithecus cristatus,cristatus,F,88.51,52.00,43.37,32.78,31.17,31.82,
USNM 115674,Trachypithecus cristatus,cristatus,F,89.20,48.48,46.87,33.07,31.84,30.71,
USNM 142212,Trachypithecus cristatus,cristatus,M,100.48,53.62,51.07,34.89,34.12,31.19,
USNM 197645,Trachypithecus cristatus,cristatus,M,91.07,52.44,48.24,34.08,31.79,31.75,
USNM 198295,Trachypithecus cristatus,cristatus,M,93.58,51.13,44.99,31.76,31.63,31.98,
USNM 123036,Trachypithecus cristatus,cristatus,F,90.49,50.36,43.63,33.69,32.18,31.12,
USNM 123037,Trachypithecus cristatus,cristatus,F,87.99,48.71,40.57,33.67,29.45,29.70,
USNM 240014,Trachypithecus cristatus,cristatus,F,93.49,50.96,46.95,32.84,33.28,29.90,
USNM 198292,Trachypithecus cristatus,cristatus,M,98.40,58.12,47.11,34.50,34.80,31.82,frontonasal suture partially obliterated
USNM 156314,Trachypithecus cristatus,cristatus,M,96.99,52.42,49.20,32.58,33.81,31.07,
USNM 253542,Trachypithecus phayrei,crepusculus,M,101.88,53.98,52.86,33.14,35.02,31.92,frontonasal suture partially obliterated
USNM 253544,Trachypithecus phayrei,crepusculus,F,96.25,51.17,49.33,35.88,32.90,31.23,
USNM 122775,Trachypithecus vetulus,nestor,M,101.42,50.38,51.39,35.90,36.43,31.27,called 'Semnopithecus vetulus' in database; damage to right external auditory meatus--may affect cranial width
USNM 268762,Trachypithecus vetulus,nestor,F,89.90,48.75,47.16,30.32,31.34,29.03,called 'Semnopithecus vetulus' in database
USNM 196985,Trachypithecus vetulus,nestor,M,94.54,56.62,51.53,31.60,33.45,30.46,called 'Semnopithecus vetulus' in database; frontonasal suture partially obliterated
USNM 270516,Trachypithecus vetulus,nestor,M,98.21,54.24,48.62,36.17,37.46,31.54,
USNM 114499,Hylobates agilis,,M,106.03,56.36,48.74,30.53,37.62,33.08,frontonasal suture partially obliterated
USNM 113180,Hylobates agilis,,M,105.39,55.68,50.23,32.70,38.04,31.49,frontonasal suture partially obliterated
USNM 113176,Hylobates agilis,,F,101.37,55.29,50.30,31.36,33.56,31.22,frontonasal suture partially obliterated
USNM 114501,Hylobates agilis,,F,100.55,53.77,46.68,30.31,38.97,31.73,
USNM 113179,Hylobates agilis,,M,104.02,54.28,53.85,34.87,38.97,33.14,
USNM 144089,Hylobates agilis,,M,109.37,56.68,53.82,31.97,43.23,34.87,
USNM 143573,Hylobates agilis,,M,105.78,58.95,51.97,35.01,39.94,33.46,frontonasal suture nearly completely obliterated
USNM 144092,Hylobates agilis,,F,103.15,59.55,55.21,30.97,38.77,33.88,craniotomy performed and calotte glued back in place
USNM 153798,Hylobates albibarbis,,M,103.93,56.29,55.51,30.67,40.21,31.51,frontonasal suture partially obliterated
USNM 153797,Hylobates albibarbis,,F,99.52,55.24,54.91,29.58,39.53,33.55,
USNM 153801,Hylobates albibarbis,,M,105.44,61.31,56.82,31.81,39.44,31.94,frontonasal suture partially obliterated
USNM 121680,Hylobates klossii,,F,89.99,47.58,51.54,27.68,32.26,27.99,
USNM A49656,Hylobates klossii,,M,94.76,54.55,53.35,27.61,37.48,28.57,frontonasal suture partially obliterated
USNM 122176,Hylobates klossii,,M,95.11,50.56,53.55,24.65,35.82,29.74,frontonasal suture partially obliterated
USNM 121674,Hylobates klossii,,M,97.96,56.84,53.36,29.90,34.71,30.60,frontonasal suture nearly completely obliterated
USNM A49657,Hylobates klossii,,F,96.18,52.44,51.84,27.15,33.80,29.59,
USNM 121679,Hylobates klossii,,F,94.66,50.65,53.16,26.91,35.00,28.95,frontonasal suture partially obliterated
USNM 252307,Hylobates klossii,,F,98.83,50.61,55.01,32.62,37.11,28.10,frontonasal suture partially obliterated
USNM 252310,Hylobates klossii,,F,96.67,50.96,52.38,27.57,34.87,31.09,frontonasal suture partially obliterated
USNM 260590,Hylobates lar,carpenteri,F,105.84,59.09,54.42,33.06,41.19,33.35,
USNM 253599,Hylobates lar,carpenteri,F,97.84,54.28,50.95,30.47,37.22,32.92,frontonasal suture partially obliterated
USNM 241423,Hylobates lar,carpenteri,M,100.65,56.51,49.67,30.68,39.50,32.10,frontonasal suture partially obliterated
USNM 296923,Hylobates lar,entelloides,M,102.71,56.05,52.34,27.80,39.22,30.06,
USNM 111970,Hylobates lar,entelloides,M,106.57,60.66,52.84,33.90,40.40,33.33,
USNM 111988,Hylobates lar,entelloides,M,105.40,59.64,54.89,35.27,37.70,33.06,frontonasal suture partially obliterated
USNM 111989,Hylobates lar,entelloides,M,109.15,61.13,53.53,36.65,41.09,32.12,frontonasal suture partially obliterated
USNM A49463,Hylobates lar,entelloides,?,104.35,60.62,54.94,33.42,38.61,30.68,
USNM 83265,Hylobates lar,entelloides,F,98.43,55.66,59.06,34.32,35.48,31.57,frontonasal suture partially obliterated; damage to neurocranium--may affect neurocranial height
USNM 83515,Hylobates lar,entelloides,F,98.14,55.72,53.07,31.49,37.46,30.51,frontonasal suture partially obliterated; significant damage to neurocranium
USNM 83264,Hylobates lar,entelloides,F,102.17,55.30,53.52,27.93,38.25,33.93,
USNM 83262,Hylobates lar,entelloides,F,96.18,54.17,53.72,29.36,36.58,30.23,frontonasal suture partially obliterated
USNM 171982,Hylobates lar,entelloides,M,103.37,60.85,58.17,34.41,39.59,33.19,
USNM 253539,Hylobates lar,entelloides,F,104.85,59.89,55.74,31.33,39.06,32.77,frontonasal suture partially obliterated
USNM 253541,Hylobates lar,entelloides,M,105.59,59.40,56.45,33.18,38.23,32.78,frontonasal suture partially obliterated
USNM 253540,Hylobates lar,entelloides,M,102.08,62.37,54.46,37.72,37.94,35.33,frontonasal suture partially obliterated
USNM 143565,Hylobates lar,vestitus,M,99.95,60.61,50.50,31.24,40.17,30.17,craniotomy performed and calotte glued back in place
USNM 143564,Hylobates lar,vestitus,M,102.70,58.26,55.73,31.53,40.27,31.63,frontonasal suture partially obliterated
USNM 271047,Hylobates lar,entelloides,F,99.20,51.85,58.43,30.83,37.15,32.69,
USNM 395156,Hylobates lar,,?,101.07,52.71,50.34,31.27,36.77,31.00,
USNM 143569,Hylobates lar,vestitus,M,102.09,58.62,58.39,27.67,38.21,31.95,
USNM 143570,Hylobates lar,vestitus,F,98.62,53.78,50.98,28.93,37.26,30.70,frontonasal suture partially obliterated; craniotomy performed and calotte glued back into place
USNM 143566,Hylobates lar,vestitus,M,96.96,58.11,52.86,27.58,37.27,29.87,craniotomy performed and calotte glued back in place
USNM 396933,Hylobates lar,,F,106.26,59.17,51.32,33.08,39.51,33.07,
USNM 142175,Hylobates muelleri,abbotti,M,100.95,57.50,51.42,33.10,38.56,33.23,frontonasal suture partially obliterated
USNM 142178,Hylobates muelleri,abbotti,F,100.46,59.40,56.96,31.66,37.34,29.99,frontonasal suture partially obliterated
USNM 142177,Hylobates muelleri,abbotti,F,100.39,58.46,54.65,29.01,37.82,31.11,
USNM 198841,Hylobates muelleri,funereus,M,100.31,53.11,51.59,31.93,38.42,31.98,
USNM 142173,Hylobates muelleri,abbotti,M,108.14,60.28,54.52,30.61,40.73,31.76,
USNM 196783,Hylobates muelleri,funereus,M,105.91,57.22,53.96,34.52,40.32,34.28,frontonasal suture partially obliterated
USNM 83948,Hylobates muelleri,funereus,F,101.36,55.34,56.37,30.14,36.51,32.25,frontonasal suture partially obliterated
USNM 196782,Hylobates muelleri,funereus,F,98.21,55.33,52.21,30.77,36.70,29.54,frontonasal suture partially obliterated
USNM 198269,Hylobates muelleri,funereus,M,98.60,56.50,57.93,34.34,38.13,32.97,frontonasal suture partially obliterated
USNM 198273,Hylobates muelleri,funereus,M,106.44,60.56,58.65,31.46,38.11,33.52,
USNM 196781,Hylobates muelleri,funereus,M,102.94,60.40,51.87,32.55,36.96,30.53,frontonasal suture partially obliterated
USNM 83947,Hylobates muelleri,funereus,F,99.06,54.10,54.90,33.37,37.20,33.03,frontonasal suture partially obliterated
USNM 198270,Hylobates muelleri,funereus,F,102.03,54.56,49.79,34.50,35.35,31.71,frontonasal suture partially obliterated
USNM 198843,Hylobates muelleri,funereus,F,95.76,56.01,50.10,32.52,33.31,31.69,frontonasal suture partially obliterated
USNM 198840,Hylobates muelleri,funereus,F,102.17,54.04,50.46,28.95,38.13,33.45,frontonasal suture partially obliterated
USNM 198275,Hylobates muelleri,funereus,F,103.48,57.95,46.49,30.53,38.39,30.92,frontonasal suture partially obliterated
USNM 198272,Hylobates muelleri,funereus,M,103.41,58.48,55.15,30.01,40.77,36.14,frontonasal suture partially obliterated
USNM 197643,Hylobates muelleri,funereus,M,107.52,57.49,52.14,35.25,40.21,35.60,
USNM 151836,Hylobates muelleri,muelleri,F,101.72,54.72,53.93,33.73,37.89,29.69,frontonasal suture partially obliterated
USNM 154369,Hylobates muelleri,muelleri,F,96.87,53.07,53.14,30.45,33.15,30.75,
USNM 201555,Hylobates pileatus,,M,101.01,56.41,53.56,28.20,35.05,31.20,
USNM 201554,Hylobates pileatus,,M,105.05,56.48,50.68,34.97,40.46,31.74,
USNM 321549,Hylobates pileatus,,M,99.78,54.20,52.11,27.93,36.27,33.34,frontonasal suture partially obliterated
USNM 201556,Hylobates pileatus,,F,100.75,58.19,52.35,28.83,36.53,32.21,
USNM 241018,Hylobates pileatus,,M,96.68,54.84,51.22,26.51,33.90,31.20,frontonasal suture partially obliterated
USNM 241019,Hylobates pileatus,,F,100.29,53.69,52.15,29.99,33.81,30.82,damage to posterior portion of palate--may affect palate length
USNM 320789,Nomascus concolor,,M,107.90,58.96,57.46,33.53,42.53,31.74,
USNM 320786,Nomascus concolor,,M,105.06,59.96,55.82,32.74,37.24,30.29,
USNM 114497,Symphalangus syndactylus,,F,121.28,63.51,60.33,38.72,48.36,37.52,frontonasal suture partially obliterated
USNM 519573,Symphalangus syndactylus,,F,126.22,63.62,62.24,40.54,53.87,39.33,
USNM 283563,Symphalangus syndactylus,,F,129.89,68.93,59.08,43.49,53.12,38.12,
USNM 271048,Symphalangus syndactylus,,F,116.21,60.37,55.55,33.68,45.66,37.56,
USNM 260582,Gorilla beringei,graueri,F,242.50,110.63,105.00,100.21,101.42,70.57,frontonasal suture partially obliterated
USNM 397351,Gorilla beringei,beringei,M,300.50,142.72,114.00,128.33,134.48,69.87,frontonasal suture partially obliterated
USNM 395636,Gorilla beringei,beringei,M,308.50*,137.80,122.50,118.97,136.90,71.50,frontonasal suture partially obliterated
USNM 396934,Gorilla beringei,beringei,M,290.00,139.87,105.00,119.61,132.62,78.29,
USNM 545030,Gorilla beringei,beringei,F,245.50,119.54,95.50,99.96,99.84,69.00,
USNM 397353,Gorilla beringei,beringei,F,242.50,118.76,90.50,101.16,105.54,65.00,damage to alveolar bone near maxillary M2--may affect palate length
USNM 396937,Gorilla beringei,beringei,F,244.00,122.22,99.50,97.02,98.95,62.07,frontonasal suture partially obliterated
USNM 545029,Gorilla beringei,beringei,F,246.00,119.76,94.00,103.51,102.39,70.50,frontonasal suture partially obliterated
USNM 545036,Gorilla beringei,beringei,M,301.00*,144.46,112.50,126.75*,131.80,68.00,frontonasal suture partially obliterated; facial length not measured accurately due to curvature/size of face
USNM 545031,Gorilla beringei,beringei,F,254.00,127.80,90.00,97.45,111.50,61.48,frontonasal suture partially obliterated
USNM 545026,Gorilla beringei,beringei,F,229.00,111.67,100.50,86.93,91.04,61.00,
USNM 545032,Gorilla beringei,beringei,M,298.50,138.21,116.00,111.03,125.52,69.50,frontonasal suture partially obliterated
USNM 545034,Gorilla beringei,beringei,M,298.50,144.68,115.50,107.34,131.11,72.50,frontonasal suture partially obliterated
USNM 176220,Gorilla gorilla,gorilla,M,290.00,146.42,128.50,112.39,107.94,72.11,significant damage to sagittal crest--may affect neurocranium height
USNM 176216,Gorilla gorilla,gorilla,M,286.00,133.26,128.50,117.46,103.33,74.94,
USNM 176217,Gorilla gorilla,gorilla,M,314.00*,140.16,142.50,124.01,126.65,77.98,frontonasal suture partially obliterated
USNM 176209,Gorilla gorilla,gorilla,M,284.00,138.01,116.00,98.70,112.66,74.57,facial length not measured accurately due to curvature/size of face
USNM 176211,Gorilla gorilla,gorilla,M,268.50,141.52,110.50,129.49,111.64,77.41,
USNM 252577,Gorilla gorilla,gorilla,F,236.00,113.00,99.50,99.86,88.46,63.99,
USNM 176224,Gorilla gorilla,gorilla,M,301.00*,153.59,135.50,103.88,106.77,72.81,
USNM 174712,Gorilla gorilla,gorilla,M,283.00,141.00,120.50,133.84,104.74,72.98,
USNM 174714,Gorilla gorilla,gorilla,M,270.50,128.50,120.50,116.72,98.92,74.73,frontonasal suture partially obliterated
USNM 252579,Gorilla gorilla,gorilla,F,235.50,117.11,96.50,96.86,95.45,63.86,frontonasal suture partially obliterated
USNM 174716,Gorilla gorilla,gorilla,M,271.00,127.20,109.50,110.23,97.13,69.33,frontonasal suture partially obliterated
USNM 174713,Gorilla gorilla,gorilla,M,285.50,127.45,126.50,110.74,116.09,72.79,
USNM 174715,Gorilla gorilla,gorilla,M,302.50*,132.00,124.00,130.25,101.65,74.77,frontonasal suture partially obliterated
USNM 297857,Gorilla gorilla,gorilla,M,291.50,132.00,103.50,119.95,103.12,67.17,
USNM 174722,Gorilla gorilla,gorilla,M,278.00,130.91,107.00,116.50,92.58,71.34,
USNM 154553,Gorilla gorilla,gorilla,M,244.00,128.66,101.00,114.23,91.21,71.43,
USNM 154554,Gorilla gorilla,gorilla,M,269.50,123.12,106.50,99.35,94.36,69.03,
USNM 220324,Gorilla gorilla,gorilla,M,299.00,142.20,99.00,135.53,103.26,73.92,
USNM 450071,Pan troglodytes,verus,?,185.00,102.82,99.50,89.68,71.01,60.03,frontonasal suture partially obliterated
USNM 174699,Pan troglodytes,troglodytes,F,187.00,97.00,94.50,87.89,77.14,63.88,
USNM 450071,Pan troglodytes,verus,?,185.00,101.87,95.50,90.97,71.42,60.19,frontonasal suture partially obliterated
USNM 174707,Pan troglodytes,troglodytes,F,172.50,91.00,89.50,72.50,63.98,52.75,frontonasal suture partially obliterated
USNM 220063,Pan troglodytes,troglodytes,F,179.50,99.11,89.50,72.30,69.23,60.42,frontonasal suture partially obliterated
USNM 176235,Pan troglodytes,troglodytes,M,190.50,108.49,87.50,97.99,71.13,61.79,
USNM 174710,Pan troglodytes,troglodytes,F,189.00,106.69,94.00,87.14,69.00,64.35,frontonasal suture partially obliterated
USNM 174700,Pan troglodytes,troglodytes,F,179.50,99.99,85.50,77.07,62.69,57.09,frontonasal suture partially obliterated
USNM 174701,Pan troglodytes,troglodytes,F,178.00,101.03,94.50,75.11,68.89,58.77,frontonasal suture partially obliterated
USNM 220062,Pan troglodytes,troglodytes,F,182.00,101.85,85.50,78.98,69.40,61.06,frontonasal suture partially obliterated
USNM 220064,Pan troglodytes,troglodytes,F,177.50,95.38,88.00,74.37,66.96,58.94,significant damage to left side of facial skeleton
USNM 176228,Pan troglodytes,troglodytes,M,182.50,104.38,94.00,85.88,67.37,60.40,
USNM 481804,Pan troglodytes,verus,M,184.00,108.82,93.50,87.19,68.66,61.27,
USNM 477333,Pan troglodytes,verus,F,172.00,96.33,89.00,72.23,68.29,53.91,
USNM 174704,Pan troglodytes,troglodytes,M,200.50,99.98,97.50,88.08,79.18,62.51,frontonasal suture partially obliterated
USNM 481803,Pan troglodytes,verus,F,188.00,100.13,92.50,89.58,73.90,59.80,
USNM 220326,Pan troglodytes,troglodytes,M,179.00,104.71,97.50,72.98,67.85,58.95,premortem loss of maxillary teeth (R I2-L M1)--may affect measurements including prosthion
USNM 297856,Pan troglodytes,,?,185.00,101.99,92.00,83.92,71.27,52.12,frontonasal suture obscured by discoloration of cranium
USNM 282763,Pan troglodytes,,F,191.50,111.10,95.00,81.20,73.83,61.85,frontonasal suture partially obliterated
USNM 395820,Pan troglodytes,,M,199.50,96.35,103.00,87.03,78.23,60.29,
USNM 143587,Pongo abelii,,M,192.50,105.65,103.50,90.85,78.25,64.58,
USNM 267325,Pongo abelii,,M,228.50,112.20,99.50,109.44,92.85,71.22,
USNM 270807,Pongo abelii,,F,189.00,100.45,99.50,72.95,81.26,57.88,
USNM 142187,Pongo pygmaeus,,F,203.50,102.33,90.50,95.96,81.82,65.24,damage to basiocciput
USNM 142185,Pongo pygmaeus,,F,195.50,105.40,96.50,88.35,73.88,61.37,damage to alveloar bone near left maxillary M2 (may affect palate width)
USNM 142193,Pongo pygmaeus,,?,193.50,103.70,91.00,90.74,73.78,65.75,
USNM 142188,Pongo pygmaeus,,M,225.00,121.26,103.00,105.25,86.22,70.31,
USNM 142194,Pongo pygmaeus,,M,238.50,136.85,102.00,119.52,82.40,69.38,significant damage to sagittal crest--may affect neurocranium height
USNM 142184,Pongo pygmaeus,,M,196.00,104.31,101.50,88.92,69.91,65.94,
USNM 142181,Pongo pygmaeus,,M,229.50,128.76,96.50,112.68,91.89,70.53,
USNM 142196,Pongo pygmaeus,,M,223.00,135.11,98.50,111.48,83.50,69.79,
USNM 145318,Pongo pygmaeus,,M,267.50,123.49,96.00,141.49,106.12,77.67,
USNM 145302,Pongo pygmaeus,,F,200.50,105.85,90.50,93.55,83.46,66.99,
USNM 153827,Pongo pygmaeus,,M,227.00,118.47,95.50,109.81,91.38,67.15,surface of superior neurocranium is eroded--may affect neurocranial height measure
USNM 153806,Pongo pygmaeus,,M,231.00,117.44,95.50,107.33,95.95,63.50,
USNM 153830,Pongo pygmaeus,,F,190.50,106.84,89.50,92.29,81.35,63.81,
USNM 153828,Pongo pygmaeus,,F,190.50,96.63,89.50,94.31,79.43,63.62,
